25,0
1432,0
424,0
453,0
980,0
799,0
999,0
1066,0
1220,0
1417,0
1350,0
1211,0
1102,0
1392,0
1272,0
1284,0
1275,0
1335,0
1263,0
1499,0
1068,0
1460,0
1100,0
1282,0
1161,0
1583,0
1029,0
1219,0
1467,0
1286,0
1303,0
1213,0
1260,0
1298,0
1219,0
1285,0
1409,0
1193,0
1346,0
1294,0
1467,0
1380,0
1476,0
1360,0
1150,0
1150,0
935,0
1125,0
1298,0
1322,0
1148,0
1312,0
1272,0
1309,0
1261,0
1211,0
1264,0
1379,0
1099,0
1422,0
1323,0
1195,0
1283,0
1373,0
1132,0
1356,0
1135,0
1567,0
996,0
1385,0
1213,0
1237,0
1444,0
1272,0
1257,0
1202,0
1397,0
1232,0
1208,0
1417,0
1249,0
1153,0
1367,0
1259,0
1277,0
1195,0
1592,0
1022,0
1252,0
1431,0
1105,0
1319,0
1354,0
1390,0
1171,0
2489,0
2009,0
1774,0
1431,0
1230,0
1207,0
